countries,Year,Territorial GHG emissions [t],Residential GHG emissions [t],Transfer GHG emissions [t],Footprint GHG emissions [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t],External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro],GDP [EURO]
Italy,2019,380439160.0,438883352.91,-94133400.0,533016752.91,1796648.5,59816673.0,6.0,206.0,661666.0,111553.0,348876.0,150714.0,214519.0,903800.0,4.0,6.0,44.0,31.0,115452775651.0,332237457970.0,131431220371.0,348215902690.0,290835228411.0,507619910730.0,119134759804.33,335919442123.33,137567860626.55,354352542945.55,321459985495.84,538244667814.84,125065164004.33,341849846323.33,147451867626.55,364236549945.55,370785887095.84,587570569414.8401,1796648500000.0
Lithuania,2019,14403650.0,25480993.4,-8103400.000000001,33584393.4,48959.2,2794184.0,0.0,4.0,54882.0,11980.0,38737.0,7720.0,26538.0,49253.0,0.0,0.0,2.0,3.0,2111339625.0,4739260913.0,2716292925.0,5344214213.0,8751422275.0,11379343563.0,2809212259.2,5437133547.2,3879413982.0,6507335270.0,14555950216.599998,17183871504.6,3319726459.2,5947647747.2,4730270982.0,7358192270.0,18802131816.6,21430053104.6,48959200000.0
Latvia,2019,8851640.0,13148581.35,-7708400.0,20856981.35,30572.9,1919968.0,0.0,4.0,35469.0,3696.0,16204.0,18496.0,27999.0,36151.0,1.0,0.0,2.0,1.0,2162866939.0,5583933132.0,2534635819.0,5955702012.0,6243472979.0,9664539172.0,2433574244.05,5854640437.05,2985814660.75,6406880853.75,8495070246.4,11916136439.4,2919203444.05,6340269637.05,3795196660.75,7216262853.75,12534271846.400002,15955338039.400002,30572900000.0
Malta,2019,2155640.0,2484228.37,-8149400.0,10633628.37,14296.5,493559.0,0.0,1.0,4660.0,253.0,1349.0,397.0,1465.0,3049.0,0.0,0.0,0.0,0.0,293870541.0,533505813.0,384407421.0,624042693.0,1287620581.0,1527255853.0,314571608.31,554206880.31,418909199.85,658544471.85,1459800886.88,1699436158.88,827983808.31,1067619080.31,1274596199.85,1514231471.85,5730086486.879999,5969721758.879999,14296500000.0
Netherlands,2019,185543890.0,204427772.68,-14857500.0,219285272.68,813055.0,17282163.0,0.0,5.0,238479.0,22947.0,124576.0,16156.0,29507.0,238019.0,3.0,1.0,3.0,2.0,27118393223.0,60300510116.0,34911236603.0,68093353496.0,112654126513.0,145836243406.0,28308077831.84,61490194724.84,36894044284.4,70076161177.4,122549281037.32,155731397930.32,29244100331.84,62426217224.84,38454081784.4,71636198677.4,130334611037.32,163516727930.32,813055000000.0
Norway,2019,35929720.0,71037679.81,-6306700.0,77344379.81,365130.5,5328212.0,1.0,6.0,155463.0,16272.0,30173.0,23390.0,33585.0,139541.0,0.0,0.0,4.0,0.0,4490846167.294117,8369363727.294117,5999894407.294117,9878411967.294117,21054447087.294117,24932964647.294117,6702647635.324118,10581165195.324118,9686230187.344118,13564747747.344118,39451018027.73412,43329535587.73412,7099969735.324118,10978487295.324118,10348433687.344118,14226951247.344118,42755728827.73412,46634246387.73412,365130500000.0
Poland,2019,368576140.0,405388266.33,5234000.0,400154266.33,532504.7,37972812.0,15.0,290.0,641420.0,396438.0,302034.0,324178.0,420726.0,730834.0,12.0,8.0,47.0,75.0,79807776646.0,170327836506.0,95287974526.0,185808034386.0,249721377186.0,340241437046.0,82126940604.79,172647000464.78998,99153247790.65,189673307650.65,269010931382.91998,359530991242.92,81797198604.79,172317258464.78998,98603677790.65,189123737650.65,266268315382.91998,356788375242.92,532504699999.99994
Portugal,2019,59760850.0,67878196.91,-4845300.0,72723496.91,214374.6,10276617.0,2.0,25.0,155064.0,44013.0,60487.0,46377.0,58435.0,141735.0,2.0,1.0,7.0,21.0,13102392078.0,33017855452.0,15612347778.0,35527811152.0,40652143928.0,60567607302.0,13613784933.33,33529248307.33,16464669203.55,36380132577.55,44905633708.84,64821097082.84,13919038833.33,33834502207.33,16973425703.55,36888889077.55,47444570908.84,67360034282.84,214374600000.0
Romania,2019,67540150.0,118414089.79,-8265800.000000001,126679889.79,224178.6,19414458.0,4.0,47.0,218293.0,85896.0,158870.0,110513.0,150993.0,232843.0,3.0,2.0,15.0,12.0,27842773042.0,77145660625.0,30679459342.0,79982346925.0,58978782192.0,108281669775.0,31047831248.77,80350718831.77,36021223019.95,85324110602.95,85636726641.96,134939614224.96,31568576648.77,80871464231.77,36889132019.95,86192019602.95,89968005841.96,139270893424.96002,224178600000.0
Sweden,2019,12351600.0,54687124.12,-27735200.0,82422324.12,476869.5,10230185.0,1.0,8.0,125419.0,15711.0,51832.0,17531.0,36755.0,139127.0,0.0,0.0,6.0,6.0,2890647686.0,6970441521.0,3409414886.0,7489208721.0,8584735286.0,12664529121.0,5557785705.559999,9637579540.56,7854644918.599999,11934438753.599998,30768549924.879997,34848343759.88,7305103305.56,11384897140.560001,10766840918.6,14846634753.6,45301794724.880005,49381588559.880005,476869500000.0
Slovenia,2019,13860010.0,17254438.54,-6541900.0,23796338.54,48582.3,2080908.0,1.0,6.0,29575.0,4478.0,18620.0,10628.0,13300.0,31415.0,1.0,0.0,2.0,1.0,4850149446.0,13188232391.0,5432269866.0,13770352811.0,11239614056.0,19577697001.0,5063998444.02,13402081389.02,5788684862.7,14126767807.7,13018294610.96,21356377555.96,5476138144.02,13814221089.02,6475584362.7,14813667307.7,16446250210.96,24784333155.96,48582300000.0
Slovakia,2019,34486230.0,40059971.35,-6452900.0,46512871.35,94429.7,5450421.0,1.0,7.0,58818.0,15707.0,30198.0,17775.0,24098.0,91980.0,1.0,0.0,4.0,1.0,7670339615.0,18000543807.0,9118761275.0,19448965467.0,23568491645.0,33898695837.0,8021485320.05,18351689512.05,9704004116.75,20034208308.75,26489132112.4,36819336304.4,8428018020.05,18758222212.05,10381558616.75,20711762808.75,29870451712.4,40200655904.4,94429700000.0
Belgium,2020,106937750.0,108269007.0,-87731000.0,196000007.0,460747.7,11522440.0,1.0,17.0,139238.0,24007.0,68028.0,16583.0,25513.0,117922.0,1.0,1.0,7.0,4.0,20415989997.0,49724154349.0,24907375497.0,54215539849.0,69714292747.0,99022457099.0,20499859188.0,49808023540.0,25047157482.0,54355321834.0,70411871415.0,99720035767.0,26026912188.0,55335076540.0,34258912482.0,63567076834.0,116382915415.0,145691079767.0,460747700000.0
Bulgaria,2020,38639360.0,49483390.53,643890.0,48839500.53,61607.7,6951482.0,3.0,14.0,86581.0,69043.0,42446.0,31359.0,44525.0,88963.0,1.0,1.0,5.0,5.0,10971136512.0,31162925906.0,12593989632.0,32785779026.0,28783881472.0,48975670866.0,11654310435.39,31846099829.39,13732612837.650002,33924402231.65,34466153469.72,54657942863.72,11613745365.39,31805534759.39,13665004387.650002,33856793781.65,34128755109.72,54320544503.72,61607700000.0
Cyprus,2020,8281309.999999999,8555644.19,530870.0,8024774.189999999,22086.6,888005.0,0.0,1.0,11592.0,11571.0,5741.0,906.0,1765.0,7444.0,0.0,0.0,0.0,5.0,848355173.0,1130687779.0,1196170193.0,1478502799.0,4666039082.999999,4948371688.999999,865638226.9699999,1147970832.9699998,1224975282.9499998,1507307888.9499998,4809790198.559999,5092122804.559999,832193416.9699999,1114526022.9699998,1169233932.9499998,1451566538.9499998,4531614318.559999,4813946924.559999,22086600000.0
Czechia,2020,124987370.0,103558264.77,-7945000.0,111503264.77,215805.4,10693939.0,1.0,16.0,156396.0,67215.0,67129.0,24959.0,37402.0,193964.0,1.0,2.0,8.0,4.0,20145801774.0,45451454723.0,25395271314.0,50700924263.0,77764979344.0,103070632293.0,18795768144.51,44101421093.51,23145215264.85,48450868213.85,66536128203.479996,91841781152.48,19296303144.51,44601956093.51,23979440264.85,49285093213.85,70699308203.48,96004961152.48,215805400000.0
Germany,2020,735119520.0,766421039.13,-126025000.0,892446039.13,3403730.0,83166711.0,5.0,143.0,975646.0,241263.0,529778.0,81464.0,182126.0,1028445.0,11.0,6.0,67.0,135.0,113021197136.0,261446467873.0,143896216976.0,292321487713.0,451911295856.0,600336566593.0,114993192841.19,263418463578.19,147182876484.65,295608147221.65,468313291880.12,616738562617.12,122932767841.19,271358038578.19,160415501484.65,308840772221.65,534350391880.12,682775662617.12,3403730000000.0
Denmark,2020,45954560.0,78538708.17,-14208600.0,92747308.17,311356.3,5822763.0,0.0,14.0,89391.0,9301.0,78907.0,11983.0,22412.0,106472.0,1.0,0.0,2.0,3.0,6125045756.0,11775675513.0,8055137276.0,13705767033.0,27310097916.0,32960727673.0,8177847090.71,13828476847.71,11476472833.85,17127102590.85,44384191557.08,50034821314.08,9072988890.71,14723618647.71,12968375833.85,18619005590.85,51829497957.08,57480127714.08,311356300000.0
Estonia,2020,13916150.0,12206537.37,-3219400.0,15425937.37,27430.0,1328976.0,1.0,5.0,23238.0,11080.0,9649.0,5135.0,12664.0,23889.0,1.0,0.0,2.0,2.0,1490150801.0,1996676035.0,2074629101.0,2581154335.0,7905495951.0,8412021185.0,1382445205.31,1888970439.31,1895119774.85,2401645008.85,7009658932.879999,7516184166.879999,1585267405.31,2091792639.31,2233156774.85,2739682008.85,8696624532.88,9203149766.88,27430000000.0
Greece,2020,70048310.0,89759507.14,3921400.0,85838107.14,165015.7,10718565.0,1.0,10.0,222012.0,49126.0,63721.0,34073.0,56342.0,140801.0,1.0,1.0,6.0,22.0,11093196870.0,26093509812.0,14035225890.0,29035538832.0,43385467780.0,58385780722.0,12335002289.82,27335315231.82,16104901589.7,31105214531.7,53714135081.36,68714448023.36,12087954089.82,27088267031.82,15693154589.7,30693467531.7,51659321481.36,66659634423.36,165015700000.0
Spain,2020,228149600.0,277172178.01,-37311400.0,314483578.01,1119010.0,47332614.0,3.0,87.0,599356.0,127612.0,490574.0,133355.0,211698.0,574819.0,6.0,3.0,20.0,35.0,50524617256.0,120773464688.0,60106900456.0,130355747888.0,155701582856.0,225950430288.0,53613039670.630005,123861887102.63,65254271147.05,135503118579.05,181389413733.24,251638261165.24,55963657870.630005,126212505302.63,69171968147.05,139420815579.05,200940587333.24,271189434765.24,1119010000000.0
Finland,2020,38709260.0,49364363.17,-10356500.0,59720863.17,238038.0,5525292.0,2.0,12.0,105614.0,23218.0,31529.0,14066.0,26569.0,84731.0,1.0,1.0,14.0,10.0,4456625631.0,7559107402.0,6082414551.0,9184896322.0,22301594491.0,25404076262.0,5127897130.71,8230378901.71,7201200383.85,10303682154.85,27884868552.08,30987350323.08,5780356630.71,8882838401.71,8288632883.85,11391114654.85,33311674552.08,36414156323.08,238038000000.0
France,2020,370706800.0,419134099.77,-94101600.0,513235699.77,2317832.0,67320216.0,5.0,78.0,736594.0,88823.0,559830.0,171792.0,247518.0,1124503.0,3.0,2.0,30.0,19.0,75775331545.0,183451789207.0,91345017145.0,199021474807.0,246671166345.0,354347624007.0,78826251430.51,186502709092.51,96429883620.85,204106341282.85,272047071424.47998,379723529086.48,84754652230.51,192431109892.51,106310551620.85,213987009282.85,321356309824.48,429032767486.48,2317832000000.0
Croatia,2020,18240030.0,24078933.81,-5685200.0,29764133.81,50543.1,4058165.0,0.0,5.0,45809.0,6126.0,31555.0,28496.0,51409.0,70295.0,1.0,0.0,2.0,2.0,6486465613.0,18886080082.0,7252546873.0,19652161342.0,14895119443.0,27294733912.0,6854316553.03,19253931022.03,7865631773.049999,20265246242.05,17954705039.44,30354319508.44,7212484153.03,19612098622.03,8462577773.049999,20862192242.05,20933749839.44,33333364308.44,50543100000.0
Hungary,2020,55855770.0,65864157.98,-13345300.0,79209457.97999999,137866.0,9769526.0,2.0,13.0,107744.0,16422.0,76832.0,36913.0,53542.0,112255.0,1.0,1.0,11.0,2.0,14329092747.0,37897169355.0,16675035087.0,40243111695.0,40078602717.0,63646679325.0,14959621189.74,38527697797.74,17725915824.9,41293992432.9,45322998018.52,68891074626.51999,15800375089.74,39368451697.74,19127172324.899998,42695248932.899994,52315935218.52,75884011826.51999,137866000000.0
Ireland,2020,66098749.99999999,64742066.81,-8697000.0,73439066.81,375249.6,4964440.0,1.0,7.0,96299.0,10733.0,123749.0,12649.0,30287.0,112986.0,0.0,0.0,3.0,6.0,7085689708.0,11882280893.0,9861837208.0,14658428393.0,37557213457.99999,42353804642.99999,7000218667.030001,11796809852.03,9719385473.05,14515976658.05,36846311466.44,41642902651.44,7548129667.03,12344720852.029999,10632570473.05,15429161658.05,41403539466.44,46200130651.44,375249600000.0
Italy,2020,352425150.0,393996190.47,-83593700.0,477589890.47,1661239.8,59641488.0,5.0,179.0,596349.0,84948.0,361665.0,143808.0,219537.0,843118.0,4.0,6.0,38.0,28.0,109611426466.0,318081195039.0,124413282766.0,332883051339.0,272079420616.0,480549189189.0,112230402015.61,320700170588.61,128778242015.35,337248010588.35,293862645822.28,502332414395.28,117496805115.61,325966573688.61,137555580515.35,346025349088.35,337665744622.28,546135513195.28,1661239800000.0
Lithuania,2020,13567430.0,27047789.13,-6509100.0,33556889.129999995,49873.2,2794090.0,0.0,3.0,52674.0,11269.0,39611.0,7299.0,27554.0,45940.0,0.0,0.0,2.0,3.0,2017636373.0,4625884836.0,2587468433.0,5195716896.0,8272221603.0,10880470066.0,2866898998.1899996,5475147461.19,4002906141.65,6611154604.65,15335929787.119999,17944178250.12,3276972298.1899996,5885220761.19,4686361641.65,7294610104.65,18746698187.12,21354946650.12,49873200000.0
Latvia,2020,11297740.0,11682896.01,-6776600.0,18459496.01,30109.5,1907675.0,0.0,4.0,32862.0,3520.0,15958.0,16852.0,26298.0,35780.0,1.0,0.0,2.0,1.0,2227281280.0,5407461330.0,2701786360.0,5881966410.0,7435539420.0,10615719470.0,2251546108.63,5431726158.63,2742227741.05,5922407791.05,7637361169.24,10817541219.24,2678471908.63,5858651958.63,3453770741.05,6633950791.05,11188299569.240002,14368479619.240002,30109500000.0
Malta,2020,2120140.0,2223966.11,-6843500.0,9067466.11,13351.5,514564.0,0.0,0.0,4148.0,246.0,1430.0,378.0,1641.0,2965.0,0.0,0.0,0.0,0.0,265426961.0,516106071.0,354472841.0,605151951.0,1242811501.0,1493490611.0,271968005.92999995,522647115.92999995,365374582.54999995,616053692.55,1297216382.6399999,1547895492.6399999,703108505.93,953787615.93,1083942082.55,1334621192.55,4883210382.639999,5133889492.639999,13351500000.0
Netherlands,2020,168929490.0,182193501.97,-15142400.0,197335901.97,796530.0,17407585.0,0.0,6.0,215630.0,19681.0,123351.0,14912.0,27652.0,269939.0,2.0,0.0,3.0,2.0,25025055975.0,56161093892.0,32120094555.0,63256132472.0,102901550865.0,134037588782.0,25860688729.11,56996726646.11,33512815811.85,64648853728.85,109851893137.28,140987931054.28,26814659929.11,57950697846.11,35102767811.85,66238805728.85,117786510737.28,148922548654.28,796530000000.0
Norway,2020,30324930.0,65254166.3,-5832800.0,71086966.3,322823.8,5367580.0,1.0,5.0,146058.0,15410.0,30341.0,24368.0,34127.0,150799.0,0.0,0.0,3.0,0.0,4077870620.352941,7898275256.3529415,5351517680.3529415,9171922316.352942,18057663350.352943,21878067986.352943,6278412507.252941,10098817143.252941,9019087491.852942,12839492127.852942,36360583171.55294,40180987807.55294,6645878907.252941,10466283543.252941,9631531491.852942,13451936127.852942,39416970371.55294,43237375007.55294,322823800000.0
Poland,2020,352937100.0,389299181.01,11874400.0,377424781.01,526147.2,37958138.0,15.0,270.0,605380.0,385374.0,310288.0,306594.0,395660.0,752906.0,11.0,8.0,47.0,74.0,76293814784.0,163335534570.0,91117172984.0,178158892770.0,238997817884.0,326039537670.0,78584625887.63,165626345673.63,94935191490.04999,181976911276.05,258051548333.24,345093268119.24,77836538687.63,164878258473.63,93688379490.04999,180730099276.05,251829362733.24,338871082519.24,526147199999.99994
Portugal,2020,53442800.0,59475309.29,-5963900.0,65439209.29,200518.9,10295909.0,1.0,23.0,135262.0,37976.0,61295.0,44372.0,56956.0,151763.0,2.0,1.0,7.0,20.0,12203301171.0,31057109024.0,14447898771.0,33301706624.0,36840431971.0,55694239824.0,12583349256.27,31437157109.27,15081312246.45,33935120099.45,40001466838.96,58855274691.96,12959074956.27,31812882809.27,15707521746.45,34561329599.45,43126550438.96,61980358291.96,200518900000.0
Romania,2020,61629280.0,114170936.09,-6834600.0,121005536.09,220486.6,19328838.0,3.0,42.0,205009.0,60887.0,156155.0,109597.0,149066.0,231577.0,3.0,2.0,14.0,10.0,26398200032.0,73745959933.0,28986629792.0,76334389693.0,54809298112.0,102157058013.0,29708324365.67,77056084266.67,34503503681.45,81851263582.45,82341125903.16,129688885804.16,30138904165.67,77486664066.67,35221136681.45,82568896582.45,85922456303.16,133270216204.16,220486600000.0
Sweden,2020,4927410.0,48941029.69,-24660100.0,73601129.69,480556.4,10327589.0,1.0,8.0,116695.0,14575.0,51979.0,16847.0,35267.0,137894.0,0.0,0.0,5.0,5.0,2337175386.0,6227209038.0,2544126606.0,6434160258.0,4608711396.0,8498745048.0,5110033426.469999,9000067078.47,7165556673.45,11055590325.45,27671848113.559998,31561881765.559998,6663619726.47,10553653378.470001,9754867173.45,13644900825.45,40593740513.56,44483774165.56,480556400000.0
Slovenia,2020,12832050.0,16348526.59,-5951200.0,22299726.59,47044.9,2095861.0,1.0,5.0,25529.0,4021.0,18481.0,10086.0,13044.0,30765.0,1.0,0.0,2.0,1.0,4553935493.0,12424714753.0,5092881593.0,12963660853.0,10469510543.0,18340289803.0,4775473518.17,12646252778.17,5462111634.95,13332890894.95,12312144276.16,20182923536.16,5150399118.17,13021178378.17,6086987634.95,13957766894.95,15430573076.16,23301352336.16,47044900000.0
Slovakia,2020,29538430.0,37254752.76,-6039100.0,43293852.76,93444.1,5457873.0,1.0,6.0,56003.0,13304.0,26774.0,17337.0,24024.0,88370.0,1.0,1.0,3.0,1.0,7084308147.0,16891528546.0,8324922207.0,18132142606.0,20701524377.0,30508744776.0,7570436480.879999,17377656879.88,9135136096.8,18942356495.8,24744877503.239998,34552097902.24,7950899780.879999,17758120179.88,9769241596.8,19576461995.8,27909365903.239998,37716586302.24,93444100000.0
Belgium,2021,110627360.0,110553466.81,-103975100.0,214528566.81,507929.6,11554767.0,1.0,16.0,142104.0,23431.0,67514.0,18163.0,27450.0,121744.0,1.0,1.0,7.0,4.0,21079609572.0,51425342340.0,25725958692.0,56071691460.0,72078822532.0,102424555300.0,21074954301.03,51420687069.03,25718199907.050003,56063932675.05,72040102500.44,102385835268.44,27625385601.03,57971118369.03,36635585407.05,66981318175.05,126523054900.44,156868787668.44,507929600000.0
Bulgaria,2021,44841250.0,55818180.54,1733100.0,54085080.54,71060.1,6916548.0,3.0,15.0,94278.0,50824.0,43026.0,30572.0,43233.0,87236.0,1.0,1.0,5.0,10.0,11086136299.0,30573033868.0,12969468799.0,32456366368.0,31757952549.0,51244850118.0,11777682923.02,31264580492.02,14122046505.7,33608944074.7,37509864151.96,56996761720.96,11668497623.02,31155395192.02,13940071005.7,33426968574.7,36601719751.96,56088617320.96,71060100000.0
Cyprus,2021,8508850.0,8684145.35,194360.0,8489785.35,24927.6,896007.0,0.0,1.0,12246.0,9911.0,5883.0,991.0,1875.0,7677.0,0.0,0.0,0.0,5.0,854534561.0,1134547630.0,1211906261.0,1491919330.0,4777114411.0,5057127480.0,865578168.05,1145591237.05,1230312272.75,1510325341.75,4868969174.4,5148982243.4,853333488.05,1133346557.05,1209904472.75,1489917541.75,4767124534.4,5047137603.4,24927600000.0
Czechia,2021,127393650.0,109725524.17,-12465900.0,122191424.17,238249.5,10494836.0,1.0,15.0,159436.0,69093.0,66771.0,24391.0,36756.0,186769.0,1.0,2.0,8.0,4.0,20231706079.0,45469080755.0,25582239379.0,50819614055.0,78960178729.0,104197553405.0,19118614151.71,44355988827.71,23727086166.85,48964460842.85,69702080794.08,94939455470.08,19903965851.71,45141340527.71,25036005666.85,50273380342.85,76234212394.08,101471587070.08,238249500000.0
Germany,2021,764356410.0,800719906.41,-151710800.0,952430706.41,3617450.0,83155031.0,5.0,154.0,968780.0,254469.0,515770.0,83388.0,183993.0,1044191.0,11.0,7.0,68.0,131.0,115453679541.0,264349257290.0,147556648761.0,296452226510.0,467821984551.0,616717562300.0,117744579814.82999,266640157563.83,151374815884.05,300270393633.05,486876456669.83997,635772034418.84,127302360214.82999,276197937963.83,167304449884.05,316200027633.05,566372915869.84,715268493618.84,3617450000000.0
Denmark,2021,46271190.0,83551057.19,-17077600.0,100628657.19,342961.7,5840045.0,0.0,15.0,89292.0,8583.0,70801.0,11976.0,22363.0,106620.0,1.0,0.0,2.0,3.0,6097064428.0,11575182883.0,8040454408.0,13518572863.0,27428083018.0,32906201473.0,8445696060.97,13923814515.970001,11954840462.949999,17432958917.949997,46962733425.56,52440851880.56,9521584860.970001,14999703315.970001,13747988462.949999,19226106917.949997,55911395825.56,61389514280.56,342961700000.0
Estonia,2021,15497750.0,13596358.77,-3482900.0,17079258.77,31169.0,1330068.0,1.0,5.0,22532.0,11867.0,9708.0,4840.0,12169.0,26507.0,0.0,0.0,2.0,2.0,1400813783.0,1897196981.0,2051719283.0,2548102481.0,8545276533.0,9041659731.0,1281026135.51,1777409333.51,1852073203.85,2348456401.85,7548947528.48,8045330726.48,1500448835.51,1996832033.51,2217777703.85,2714160901.85,9373987128.48,9870370326.48,31169000000.0
