countries,Year,GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro]
Germany,2016,36464.652431770446,34200.05863788125,36012.41450698482,33747.820713095614,31500.80282876623,29236.209034877033,36410.40243917289,34145.80864528368,35921.997852655535,33657.40405876634,31049.580668113453,28784.98687422425,36328.00096503364,34063.40717114444,35784.66206242348,33520.068268534276,30364.209676860126,28099.615882970927
Denmark,2016,48359.9717487456,47189.42696948146,47965.24732187178,46794.70254260764,44027.40125377349,42856.85647450935,47958.960233084195,46788.41545382006,47296.89479576946,46126.35001650532,40692.00388541524,39521.45910615111,47820.16984170313,46649.625062438994,47065.577476801,45895.03269753687,39537.62031265841,38367.07553339427
Estonia,2016,15038.417809572447,14522.790462968029,14417.558943237706,13901.93159663329,8223.752633850681,7708.125287246267,14936.554102180638,14420.926755576227,14247.786097584702,13732.158750980287,7376.505289829963,6860.877943225548,14979.579284103276,14463.951937498861,14319.494734122429,13803.86738751801,7734.365533122991,7218.738186518576
Greece,2016,14901.900246370742,13246.782774504749,14558.376072771733,12903.258600905734,11131.313483772065,9476.196011906066,14817.994300293369,13162.876828427372,14418.53282930944,12763.415357443442,10433.429106874531,8778.311635008535,14901.47534046604,13246.357868600047,14557.667896263896,12902.5504243979,11127.779345771063,9472.661873905066
Spain,2016,22746.13586661389,21036.05960773253,22495.74449212522,20785.66823324386,19997.79244663109,18287.71618774973,22670.874212968196,20960.797954086833,22370.308402715724,20660.23214383436,19371.80662900654,17661.73037012518,22651.814854373803,20941.738595492443,22338.542805058405,20628.466546177042,19213.28117022145,17503.20491134009
Finland,2016,38664.6430142066,37941.10361638166,38324.231187496676,37600.69178967173,34928.21796389049,34204.678566065544,38464.00473967016,37740.465341845214,37989.83406326928,37266.29466544433,33259.41707726995,32535.877679445002,38350.82005967772,37627.28066185277,37801.19292994853,37077.653532123586,32318.007992888317,31594.46859506338
France,2016,32135.851625469164,30091.762727404388,31867.245018205802,29823.156120141015,29187.574340983112,27143.485442918332,32079.30104054418,30035.2121424794,31772.994043330822,29728.90514526604,28717.217094940363,26673.128196875583,31988.930917412006,29944.842019347227,31622.377171443863,29578.28827337908,27965.5671819045,25921.478283839715
Croatia,2016,9696.766029242586,6644.1031148010015,9505.085679398682,6452.4227649570985,7592.845998813077,4540.183084371494,9604.974870384656,6552.311955943073,9352.100414635468,6299.437500193884,6829.376677518554,3776.7137630769703,9537.646288719056,6484.983374277473,9239.886111859469,6187.223197417883,6269.373871284037,3216.7109568424517
Hungary,2016,10108.528445951548,7181.029603931037,9860.15223053593,6932.6533885154195,7382.303795794407,4454.804953773898,10045.978334889885,7118.479492869375,9755.902045433158,6828.403203412649,6862.045729186302,3934.5468871657913,9960.137860081166,7032.639018060654,9612.834587418625,6685.335745398116,6148.070986332821,3220.572144312311
Ireland,2016,55438.88194789735,54287.47178841907,54825.34386746803,53673.93370798974,48704.57111270879,47553.16095323051,55338.46885339355,54187.05869391526,54657.98870996169,53506.5785504834,47869.38918382002,46717.97902434174,55223.54813128745,54072.137971809156,54466.454173118174,53315.04401363988,46913.54063804856,45762.130478570274
Italy,2016,25938.37204994644,22123.966964958418,25661.581437428962,21847.176352440943,22900.26556493322,19085.8604799452,25880.411509105717,22066.006424117702,25564.98053602777,21750.575451039753,22418.181066512032,18603.77598152401,25794.726679506137,21980.321594518115,25422.17248669513,21607.76740170711,21705.500896509126,17891.095811521103
Lithuania,2016,12752.790538047011,11825.885737797198,12562.016947902724,11635.112147652913,10658.82327479663,9731.918474546817,12529.861348046326,11602.956547796515,12190.468297901583,11263.56349765177,8804.618583362357,7877.713783112544,12349.582676127673,11422.677875877862,11890.003844703828,10963.099044454015,7305.157883594513,6378.253083344699
Latvia,2016,11827.060456373603,10212.561422621213,11632.953931954837,10018.45489820245,9696.510271681911,8082.011237929523,11720.15638841275,10105.65735466036,11454.780485353413,9840.281451601026,8807.339928642425,7192.840894890035,11566.079788466684,9951.580754714296,11197.986152109974,9583.487118357587,7525.813922741837,5911.314888989449
Malta,2016,22777.309396889534,22210.19374798797,22605.439632339065,22038.323983437498,20890.83412408557,20323.718475183996,22745.25521257063,22178.13956366906,22552.01599180756,21984.900342905985,20624.22471800451,20057.109069102935,21651.631776406204,21084.516127504638,20729.310264866846,20162.19461596528,11528.055185462299,10960.93953656073
Netherlands,2016,39977.04828548241,37837.336565204794,39481.782215156025,37342.07049487842,34540.91356118574,32401.20184090813,39914.9053109213,37775.193590643685,39378.21059088752,37238.498870609896,34024.041836264776,31884.330115987163,39896.85884561567,37757.147125338066,39348.13314871147,37208.42142843387,33873.94107721483,31734.22935693723
Norway,2016,63382.46552910388,62583.89194517527,63056.6652592527,62258.091675324096,59806.41971002308,59007.846126094475,63065.898817784226,62267.32523385562,62529.05407371995,61730.48048979134,57173.38865079296,56374.81506686435,63009.05366000184,62210.48007607323,62434.312144082636,61635.73856015403,56700.58130669818,55902.00772276957
Poland,2016,9076.197759018842,6631.904226855338,8679.658502209104,6235.364970045599,4723.7073449881445,2279.4138128246404,8994.439899391602,6550.1463672281,8543.395402830372,6099.101870666869,4043.6895918981018,1599.3960597345977,9018.393440459107,6574.099908295603,8583.317971276212,6139.024439112709,4242.922219189722,1798.6286870262172
Portugal,2016,16714.42586736909,14776.523923325143,16440.13136559804,14502.229421554093,13703.717169358293,11765.815225314343,16705.145901020467,14767.243956976521,16424.664755017006,14486.762810973056,13626.531417506258,11688.62947346231,16679.863853160085,14741.961909116137,16382.528008583035,14444.626064539087,13416.2489876834,11478.347043639455
Romania,2016,7096.815452680171,4631.2861415793095,6963.446551911292,4497.917240810431,5632.9329942408085,3167.403683139947,6922.087959111534,4456.558648010673,6672.234062630231,4206.70475152937,4179.644000114369,1714.1146890135078,6909.155806546213,4443.626495445352,6650.680475021361,4185.151163920501,4072.0813343329664,1606.552023232105
Sweden,2016,47045.0678639576,46593.587824181,47009.8853036189,46558.4052638423,46658.89738024003,46207.41734046343,46725.07115136133,46273.59111158473,46476.55744929179,46025.07740951518,43997.33742150277,43545.85738172617,46547.33676109481,46095.85672131822,46180.33346551427,45728.85342573767,42519.0386834131,42067.55864363649
Slovenia,2016,16817.003621278684,12131.603445035043,16435.563597404886,11750.163421161249,12630.245263997269,7944.845087753634,16869.787264338323,12184.387088094689,16523.536335837627,11838.13615959399,13069.271120556847,8383.870944313212,16751.98433165971,12066.584155416076,16327.198114706605,11641.797938462967,12089.449902722039,7404.049726478402
Slovakia,2016,13413.118960564309,11260.757526557925,13138.017649383037,10985.656215376654,10393.554568788917,8241.193134782536,13344.917893439155,11192.556459432772,13024.349204174445,10871.987770168063,9826.294899367003,7673.933465360621,13278.077835144773,11125.716401138392,12912.949107017144,10760.587673010763,9270.355366886757,7117.993932880375
Belgium,2017,37120.54971142276,34090.574718895194,36690.387442721265,33660.412450193704,32399.00671448494,29369.031721957374,37104.123121824545,34074.14812929698,36663.009793390906,33633.03480086334,32262.379207350565,29232.40421482299,36536.67493530632,33506.699942778745,35717.26281586053,32687.287823332957,27542.651433770385,24512.676441242817
Bulgaria,2017,5691.8960052572165,2726.817327829235,5394.051131119332,2428.972453691351,2422.6939343628196,-542.3847430651597,5593.298848692997,2628.220171265017,5229.722536845635,2264.6438594176548,1602.6159972255157,-1362.4626802024638,5649.754250018201,2684.6755725902194,5323.814872387638,2358.7361949596593,2072.1815574541833,-892.8971199737973
Cyprus,2017,22663.768875131318,22275.415268097175,22234.67217203516,21846.318565001016,17953.921729242564,17565.56812220842,22640.767435113627,22252.41382807949,22196.336438672348,21807.982831638205,17762.608164651,17374.254557616856,22616.682594413676,22228.328987379537,22156.195037505764,21767.84143047162,17562.283457876798,17173.929850842655
Czechia,2017,16163.003281935033,13192.261995666813,15658.057700102656,12687.316413834435,10620.624395632027,7649.883109363805,16207.477366149533,13236.736079881308,15732.181173793484,12761.439887525263,10990.53582624149,8019.794539973267,16189.919368187568,13219.178081919345,15702.917843856874,12732.176557588655,10844.497874938794,7873.75658867057
Germany,2017,37947.86796692015,35750.230470710514,37504.62843583611,35306.99093962648,33082.786447164355,30885.14895095473,37892.85510507466,35695.21760886503,37412.9403327603,35215.30283655067,32625.219151814614,30427.58165560499,37807.26751753567,35609.63002132604,37270.29435352864,35072.65685731901,31913.34778879187,29715.71029258224
Denmark,2017,50079.942974400255,48936.13305196295,49705.42943593663,48561.619513499325,45969.21104031141,44825.40111787411,49655.29410841347,48511.484185976165,48997.68132595865,47853.87140352134,42437.210948611784,41293.40102617448,49495.735183711506,48351.9252612742,48731.74978478872,47587.9398623514,41110.08592410654,39966.27600166923
Estonia,2017,16533.908627392855,15993.39949378057,15858.217922904149,15317.70878929186,9117.398751933477,8576.88961832119,16443.191368365846,15902.682234753562,15707.022491192467,15166.513357580177,8362.861549867554,7822.352416255267,16534.044758553853,15993.535624941567,15858.444808172477,15317.935674560194,9118.531017463049,8578.021883850764
Greece,2017,15110.267823765786,13433.920023164517,14751.43425902563,13075.08645842436,11171.642267927404,9495.294467326134,15015.3868621987,13339.03906159743,14593.299323080484,12916.95152247921,10382.473635210661,8706.125834609391,15121.64480166914,13445.297001067867,14770.395888864547,13094.048088263275,11266.269830171135,9589.922029569863
Spain,2017,23720.893830006622,22013.914745702503,23459.660554336027,21752.681470031912,20853.54763752701,19146.568553222893,23644.429262000678,21937.450177696563,23332.219607659463,21625.240523355347,20217.55662744586,18510.577543141742,23617.335809676122,21910.356725372003,23287.063853785192,21580.084769481076,19992.207912873328,18285.22882856921
Finland,2017,40169.50518280223,39479.47854477053,39833.242466107135,39143.21582807542,36478.621554315534,35788.59491628382,39999.46181014036,39309.43517210865,39549.83684500401,38859.810206972295,35064.292549953236,34374.265911921524,39875.5269034835,39185.50026545179,39343.278667242565,38653.25202921085,34033.46888188662,33343.44224385491
France,2017,33014.272773255354,31037.080912706002,32738.69874263686,30761.506882087506,29989.51972289521,28012.327862345857,32962.26278720615,30985.070926656794,32652.015432554854,30674.823572005494,29556.928727819275,27579.736867269923,32876.90693470687,30899.715074157517,32509.755678389385,30532.56381784003,28846.984811793525,26869.79295124417
Croatia,2017,10457.271084799939,7545.715515068679,10246.841349974113,7335.285780242853,8147.554233497417,5235.998663766159,10376.67196430467,7465.116394573413,10112.509482482003,7200.953912750742,7477.17424715584,4565.618677424582,10328.701000851424,7417.145431120167,10032.55787672659,7121.002306995333,7078.177662243126,4166.622092511867
Hungary,2017,11255.16407777405,8377.666928534562,10999.210490957903,8121.713341718413,8445.768755815861,5568.271606576371,11186.10177788227,8308.604628642783,10884.106657804936,8006.609508565447,7871.3458170334425,4993.848667793954,11083.285903604989,8205.7887543655,10712.746867342801,7835.24971810331,7016.178862727161,4138.681713487674
Ireland,2017,60773.68661309097,59651.76190618517,60151.6079918769,59029.68328497112,53945.633175479474,52823.70846857369,60670.557725357685,59548.63301845192,59979.726512321446,58857.801805415664,53087.86274417412,51965.93803726834,60529.3602710569,59407.43556415112,59744.39742182012,58622.47271491434,51913.45852110084,50791.53381419505
Italy,2017,26608.761374724596,22748.420212893518,26321.75060543961,22461.409443608536,23458.47650233469,19598.135340503617,26567.710928160013,22707.36976632894,26253.33319449865,22392.992032667575,23117.04104201978,19256.699880188702,26471.10314606199,22610.761984230914,26092.32022433528,22231.979062504204,22313.509648061638,18453.168486230563
Lithuania,2017,14117.364533003922,13199.300816319654,13913.41329728811,12995.349580603843,11878.756921932763,10960.693205248494,13889.164456807535,12971.100740123262,13533.079836960798,12615.016120276527,9980.71184372788,9062.648127043609,13690.842708602539,12772.778991918269,13202.543589952473,12284.4798732682,8331.17857294347,7413.114856259201
Latvia,2017,12776.929893401213,11051.773270410582,12611.404386200618,10886.247763209985,10960.09039769942,9234.933774708787,12614.549743322963,10889.393120332328,12340.770802736863,10615.61417974623,9609.49994308031,7884.343320089678,12386.755294172246,10661.598671181613,11961.113387485668,10235.956764495035,7714.828651731487,5989.672028740855
Malta,2017,25292.445397210937,24736.527531137508,25107.268261578938,24551.35039550551,23259.905884678807,22703.988018605378,25260.208708486043,24704.290842412614,25053.540447037456,24497.622580964035,22991.778505443224,22435.860639369796,24270.460350360743,23714.542484287318,23403.959850161966,22848.041984088537,14759.585812464562,14203.667946391135
Netherlands,2017,41512.1513639868,39422.86745531293,41028.90681302299,38939.62290434913,36207.967126027,34118.68321735313,41448.95571947838,39359.67181080452,40923.58073884231,38834.29683016844,35682.33986059192,33593.05595191806,41424.41038515864,39335.12647648478,40882.67184830941,38793.38793963553,35478.18501640868,33388.90110773481
Norway,2017,66824.08403431342,66040.68330210196,66500.34178370357,65716.9410514921,63270.627426429186,62487.22669421772,66489.11619165957,65705.71545944811,65942.06204594717,65158.661313735705,60484.545687530604,59701.144955319134,66416.94971710126,65633.5489848898,65821.78458835,65038.38385613853,59884.30389914088,59100.90316692943
Poland,2017,10115.385816445614,7669.378420288708,9703.764079464536,7257.756683307629,5597.347227200909,3151.3398310440025,10025.949718060723,7579.9423219038135,9554.703915489716,7108.696519332806,4853.466027936085,2407.4586317791773,10050.231941592181,7604.224545435273,9595.174288042144,7149.1668918852365,5055.432458578687,2609.42506242178
Portugal,2017,17525.43057224582,15576.290616594888,17146.487537456695,15197.347581805765,13366.079642774734,11416.939687123804,17639.90714781786,15690.767192166933,17337.281830076765,15388.14187442584,14318.23401737395,12369.094061723023,17621.260575355544,15672.120619704621,17306.204209306245,15357.064253655317,14163.141890862018,12214.00193521109
