countries,Year,External costs per capita (Territorial & Low GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Low GHG with VSL) scenario [Euro],External costs per capita (Territorial & Central GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Central GHG with VSL) scenario [Euro],External costs per capita (Territorial & High GHG with VOLY) scenario [Euro],External costs per capita (Territorial & High GHG with VSL) scenario [Euro],External costs per capita (Residential & Low GHG with VOLY) scenario [Euro],External costs per capita (Residential & Low GHG with VSL) scenario [Euro],External costs per capita (Residential & Central GHG with VOLY) scenario [Euro],External costs per capita (Residential & Central GHG with VSL) scenario [Euro],External costs per capita (Residential & High GHG with VOLY) scenario [Euro],External costs per capita (Residential & High GHG with VSL) scenario [Euro],External costs per capita (Footprint & Low GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Low GHG with VSL) scenario [Euro],External costs per capita (Footprint & Central GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Central GHG with VSL) scenario [Euro],External costs per capita (Footprint & High GHG with VOLY) scenario [Euro],External costs per capita (Footprint & High GHG with VSL) scenario [Euro]
Portugal,2006,1751.344354845154,4528.899226292876,2070.5775617323766,4848.132433180099,5255.308839964429,8032.863711412151,1777.9528987904098,4555.507770238132,2114.925134974469,4892.480006422192,5476.6243483344915,8254.179219782214,2076.679438432578,4854.2343098803,2612.80270104475,5390.357572492472,7961.270487580465,10738.825359028187
Romania,2006,2179.9845177705092,5912.674655417299,2415.5966544880994,6148.286792134889,4766.10820888501,8498.7983465318,,,,,,,,,,,,
Sweden,2006,473.4769079656472,1138.7241739163496,546.7034177108303,1211.9506836615328,1277.225026835395,1942.4722927860976,,,,,,,,,,,,
Slovenia,2006,3406.4494109390334,9850.98602596241,3691.4017160188046,10135.93833104218,6534.14018812414,12978.676803147515,,,,,,,,,,,,
Slovakia,2006,2297.193892976046,5766.830508616531,2630.624190199459,6100.260805839945,5956.988345833036,9426.62496147352,2389.9711990873507,5859.607814727836,2785.2530337183007,6254.889649358785,6728.6599077746805,10198.296523415165,2420.1149866087912,5889.751602249276,2835.4926795873685,6305.129295227854,6979.379664302221,10449.016279942705
Belgium,2007,3533.904237730258,9116.446648950252,4080.112671658478,9662.655082878471,9529.192048228104,15111.734459448096,,,,,,,,,,,,
Bulgaria,2007,4018.3501443941923,11476.204094511937,4312.322463019333,11770.176413137078,7245.046308351093,14702.900258468839,,,,,,,,,,,,
Cyprus,2007,1657.7215680893398,2396.6916689976197,2196.0361570411496,2935.0062579494297,7566.365032536587,8305.335133444867,,,,,,,,,,,,
Czechia,2007,3029.9017304365916,7348.162519420029,3629.7153976313975,7947.976186614835,9613.570791789109,13931.831580772545,,,,,,,,,,,,
Germany,2007,1934.012862263367,4630.251018302809,2428.344293559662,5124.582449599105,7359.888810539369,10056.126966578811,1983.3057074255785,4679.543863465021,2510.4990354966817,5206.737191536124,7769.88009411078,10466.118250150223,2128.827186852403,4825.065342891845,2753.034834541389,5449.272990580831,8980.249224581512,11676.487380620953
Denmark,2007,1854.4185507328325,3679.2225587121475,2444.039801295519,4268.843809274834,8326.21370571851,10151.017713697824,2326.0942412343925,4150.8982492137075,3230.1659521314523,5054.969960110768,12249.357544175931,14074.161552155245,2504.519009422289,4329.3230174016035,3527.5405657779465,5352.344573757262,13733.398473230816,15558.20248121013
Estonia,2007,1688.6317450034253,2596.319127721681,2256.3201106543947,3164.0074933726505,7919.687377505734,8827.37476022399,,,,,,,,,,,,
Greece,2007,2639.1440183805594,6209.381605286984,3147.449829684792,6717.687416591217,8218.40542341035,11788.643010316773,,,,,,,,,,,,
Spain,2007,2220.0471063912814,5544.340495606241,2593.9231098429987,5918.216499057959,6323.781334754177,9648.074723969137,,,,,,,,,,,,
Finland,2007,1360.0109394527715,2467.9059427264397,1812.245040368925,2920.140043642593,6323.8185709372165,7431.713574210885,,,,,,,,,,,,
France,2007,1960.6304363111265,5024.521035825795,2278.180969412161,5342.071568926829,5446.125573443911,8510.01617295858,,,,,,,,,,,,
Croatia,2007,2299.1273033918856,6744.383190333671,2543.3718409284274,6988.627727870213,4980.001870162025,9425.257757103811,,,,,,,,,,,,
Hungary,2007,1763.4103730539496,4680.495440464972,2053.900778628748,4970.98584603977,4951.888396148759,7868.9734635597815,1825.0854782519805,4742.1705456630025,2156.692620625466,5073.777688036488,5464.868636208572,8381.953703619594,1972.8077075275394,4889.892774938561,2402.8963360847306,5319.981403495753,6693.5424162148065,9610.627483625829
Ireland,2007,2312.9699333059607,4328.601617974442,3052.6364999753464,5068.268184643827,10431.691057938977,12447.322742607459,,,,,,,,,,,,
Italy,2007,3171.8962608965853,9235.230635614913,3579.742717146462,9643.07709186479,7648.496649734514,13711.831024452842,,,,,,,,,,,,
Lithuania,2007,788.2763063683718,1704.7173671369974,1036.9665856713711,1953.4076464399968,3517.9481815751037,4434.389242343729,,,,,,,,,,,,
Latvia,2007,3666.019710798428,5756.9293669980625,3773.153708733996,5864.0633649336305,4841.942878615019,6932.852534814654,,,,,,,,,,,,
Malta,2007,1186.2264284446373,2385.4271281211786,1511.193786734251,2710.3944864107925,4753.130051575875,5952.330751252416,1216.9729961835826,2416.173695860124,1562.43806629916,2761.638765975701,5008.863408642657,6208.064108319199,1528.2173751035461,2727.4180747800874,2081.1786978324326,3280.3793975089734,7597.626179342037,8796.826879018578
Netherlands,2007,2368.4307952956574,5604.854432927954,2917.6656133589013,6154.089250991197,8396.936774513644,11633.360412145941,2423.5971794759403,5660.020817108237,3009.6095869927067,6246.033224625003,8855.780985790921,12092.204623423218,2525.9131116514786,5762.336749283775,3180.1361406186043,6416.5597782509,9706.789691504924,12943.21332913722
Norway,2007,1154.5907196720232,2294.1914125810495,1461.8169046092628,2601.417597518289,4526.763844816486,5666.3645377255125,,,,,,,,,,,,
Poland,2007,2482.223492667463,5566.751519239929,2900.9274082300713,5985.455434802537,7077.997423009427,10162.525449581892,,,,,,,,,,,,
Portugal,2007,1659.1477837165946,4270.875230190339,1962.272400382508,4573.999846856253,4986.301314263883,7598.028760737627,1695.9823562157753,4307.709802689519,2023.6633545478094,4635.390801021554,5292.671409336433,7904.398855810176,2013.9213945603874,4625.648841034132,2553.561751788829,5165.289198262572,7937.116744139237,10548.844190612981
Romania,2007,2052.7869807926486,5501.196977847617,2295.2632493414853,5743.673246396454,4714.252690340594,8162.662687395563,,,,,,,,,,,,
Sweden,2007,474.35968962578363,1119.966883958172,551.4377244052264,1197.0449187376148,1320.3828808953813,1965.99007522777,,,,,,,,,,,,
Slovenia,2007,3486.254334386038,10129.74001095317,3767.5497531060096,10411.03542967314,6573.806430336201,13217.292106903333,,,,,,,,,,,,
Slovakia,2007,2122.0697508737844,5265.699090482731,2445.3748886134467,5589.004228222393,5670.7285246353185,8814.357864244264,2209.36448667828,5352.9938262872265,2590.8661149542727,5734.495454563219,6396.799025612394,9540.42836522134,2299.2112254810004,5442.840565089947,2740.610679625473,5884.240019234419,7144.095710257241,10287.725049866187
Belgium,2008,3359.239280309699,8445.24206182022,3901.286938919079,8987.289720429599,9308.857628379319,14394.86040988984,3369.4430702204377,8455.445851730958,3918.2932554369763,9004.296036947497,9393.72724604959,14479.73002756011,4043.3903008315656,9129.393082342087,5041.538639788856,10127.541421299376,14999.256592719923,20085.259374230445
Bulgaria,2008,3849.7397078372683,10015.891982204846,4147.534433084747,10313.686707452325,7118.391334958411,13284.543609325989,3966.29418956792,10132.446463935497,4341.791902635833,10507.944177003412,8087.828611575255,14253.980885942834,3974.4896343150745,10140.641908682652,4355.450977214425,10521.603251582004,8155.9938980436555,14322.146172411232
Cyprus,2008,1518.7502669601834,2152.6165485687197,2052.22930237411,2686.0955839826465,7374.317774717808,8008.184056326345,1585.1992457746871,2219.0655273832235,2162.977600398283,2796.843882006819,7927.004519143204,8560.87080075174,1838.000041309593,2471.8663229181293,2584.3122596231256,3218.178541231662,10029.665104227182,10663.531385835719
Czechia,2008,2799.9546017749253,6755.800269291923,3368.502252639407,7324.347920156405,9040.441912454118,12996.287579971116,2789.002744817914,6744.848412334912,3350.2491577110554,7306.094825228054,8949.350276811678,12905.195944328676,2796.5109079770696,6752.356575494067,3362.7627629763147,7318.608430493313,9011.799125944974,12967.64479346197
Germany,2008,1897.5825931908182,4540.047108889522,2389.793240620037,5032.2577563187415,7300.18041378296,9942.644929481665,1953.7414355197643,4596.205951218468,2483.3913111682805,5125.855826866985,7767.27935632848,10409.743872027186,2095.9387509271255,4738.40326662583,2720.3868368472163,5362.85135254592,8949.999884478597,11592.464400177301
Denmark,2008,1756.2495498823823,3502.298617679163,2304.338945551428,4050.3880133482085,7772.183154725956,9518.232222522736,2216.056449563177,3962.1055173599575,3070.683778352753,4816.7328461495335,11596.608796515426,13342.657864312205,2412.8825884716925,4158.9316562684735,3398.727343200279,5144.776410997059,13233.702396325936,14979.751464122717
Estonia,2008,1367.153520516422,2086.300109082215,1830.9948880786587,2550.141476644452,6458.36472161621,7177.5113101820025,1707.6706824287974,2426.81727099459,2398.5234912659516,3117.6700798317447,9290.602703236604,10009.749291802396,1692.5288232494543,2411.675411815247,2373.2870593003795,3092.4336478661726,9164.660890379844,9883.807478945637
Greece,2008,2507.7887085877082,5865.560828707369,2998.226462640552,6355.998582760213,7890.92691378678,11248.69903390644,2586.326892735218,5944.099012854878,3129.1234362197342,6486.895556339395,8544.16514383908,11901.937263958742,2507.2435293637423,5865.015649483403,2997.3178306006084,6355.089950720269,7886.392407225537,11244.164527345198
Spain,2008,1686.5071487866185,3982.8443953558894,2022.2912838198408,4318.628530389112,5372.137773794132,7668.475020363403,1757.4721742431987,4053.8094208124694,2140.5663262474745,4436.9035728167455,5962.386556956798,8258.723803526069,1836.6316440964395,4132.968890665711,2272.498776002876,4568.836022572147,6620.7923062123255,8917.129552781596
Finland,2008,1170.7406778324394,2177.8536603449797,1535.864051471526,2542.9770339840666,5178.404374204318,6185.517356716859,1518.513315548165,2525.6262980607053,2115.4851143310684,3122.598096843609,8070.989487903369,9078.10247041591,1804.404981290388,2811.517963802928,2591.9712239014398,3599.08420641398,10448.882072806937,11455.995055319478
France,2008,1884.3895404068103,4805.50843341935,2197.0065920559896,5118.12548506853,5315.7338454132805,8236.85273842582,1973.7652927501447,4894.884185762685,2345.9661792948805,5267.08507230742,6059.113118872124,8980.232011884664,2125.677148969179,5046.796041981719,2599.152606326604,5520.271499339145,7322.633954725682,10243.752847738222
Croatia,2008,2241.7688101509125,6610.769604683895,2474.834165242916,6843.834959775898,4799.93854104171,9168.939335574692,2348.757021113566,6717.757815646549,2653.147850180672,7022.148644713653,5689.808740159654,10058.809534692637,2496.6839648958357,6865.684759428817,2899.6927564844536,7268.693551017435,6920.185224951861,11289.186019484845
Hungary,2008,1700.2559188030423,4516.489789506661,1975.7353605893882,4791.9692312930065,4723.970744124601,7540.204614828219,1771.9318317954653,4588.165702499085,2095.19521557676,4911.429086280378,5320.132306156816,8136.366176860435,1936.0363608232265,4752.270231526845,2368.7027639563617,5184.93663465998,6685.065214260734,9501.299084964352
Ireland,2008,2141.0642075120604,3924.7056325311,2851.8565215977064,4635.497946616746,9942.856035928318,11726.497460947357,2066.3356733228425,3849.977098341882,2727.3089646156764,4510.950389634716,9321.304418227519,11104.94584324656,2319.0471105565234,4102.688535575563,3148.4946933384776,4932.136118357518,11423.221769187025,13206.863194206066
Italy,2008,2942.510957544707,8550.746889611122,3325.130505520829,8933.366437587245,7142.215996044524,12750.45192811094,3000.0736198558043,8608.30955192222,3421.0682760393247,9029.304208105741,7620.991155584445,13229.227087650861,3146.556101746078,8754.792033812495,3665.2057458564477,9273.441677922863,8839.353385909897,14447.589317976313
Lithuania,2008,762.9114793135166,1685.3390846369223,993.3011101582672,1915.728715481673,3291.711951204708,4214.139556528114,946.5817638925421,1869.0093692159478,1299.4182511233096,2221.845856446715,4819.382254687395,5741.8098600108015,1096.5276489297626,2018.9552542531685,1549.328059518677,2471.7556648420828,6066.551203250944,6988.97880857435
Latvia,2008,3479.451144487889,5487.8988685150625,3571.185409775482,5579.633133802657,4486.343913477902,6494.791637505075,3728.2277951510396,5736.675519178214,3985.813160880733,5994.260884907907,6555.533833279344,8563.981557306519,3959.1606314826563,5967.60835550983,4370.701221433427,6379.148945460601,8476.308535466123,10484.756259493297
Malta,2008,1088.8508037623335,2140.0693226622725,1401.0867244355518,2452.305243335491,4516.011742580278,5567.230261480217,1118.2858449557662,2169.5043638557054,1450.1451264246064,2501.3636453245454,4760.836529649463,5812.055048549402,1616.5770531002963,2667.7955720002356,2280.6304733321563,3331.8489922320955,8905.353879930954,9956.572398830893
Netherlands,2008,2263.5481118746334,5299.950833137311,2810.824601766772,5847.227323029449,8270.559108071679,11306.961829334356,2319.759576978896,5356.162298241573,2904.5103769405423,5940.91309820322,8738.095738462685,11774.498459725362,2496.0588977086145,5532.4616189712915,3198.34257815674,6234.745299419417,10204.458342627326,13240.861063890003
Norway,2008,1077.0314716997823,2166.3888563076,1355.599161149878,2444.9565457576955,4134.643491616311,5224.000876224129,1529.758423760411,2619.1158083682285,2110.144081250926,3199.5014658587434,7900.181950025349,8989.539334633166,1612.7433318416265,2702.100716449444,2248.452261386285,3337.8096459941025,8590.40562993895,9679.763014546768
Poland,2008,2374.850891711358,5284.4813464897525,2786.695205178368,5696.325659956761,6895.332522861153,9804.962977639547,2445.216583194023,5354.847037972417,2903.9713576494755,5813.60181242787,7480.596369478872,10390.226824257266,2444.530859189014,5354.161313967408,2902.828484307794,5812.458939086188,7474.89288727848,10384.523342056875
Portugal,2008,1522.6752548174563,3937.9804915771206,1791.7294451547516,4207.034681914416,4475.8652963768145,6891.170533136479,1596.4930780656246,4011.7983148252883,1914.7591505683652,4330.06438732803,5089.842111964753,7505.1473487244175,1924.7547400855785,4340.059976845243,2461.8619206016215,4877.167157361286,7820.145459559291,10235.450696318956
Romania,2008,2171.8918335234594,5923.613318821097,2413.0316714529263,6164.753156750564,4818.68862603499,8570.410111332629,2281.749778471137,6033.471263768774,2596.128246365722,6347.84973166336,5732.427723695038,9484.149208992676,2308.0968383379873,6059.818323635625,2640.040012810473,6391.761498108111,5951.568348619319,9703.289833916957
Sweden,2008,436.37332682705636,1051.004351989295,503.0863040727646,1117.7173292350033,1168.6276723097112,1783.2586974719497,803.6439674996872,1418.2749926619258,1115.2040385271494,1729.8350636893879,4223.386651872545,4838.017677034784,1072.0818087239506,1686.7128338861892,1562.600440567588,2177.231465729827,6456.107743960069,7070.738769122307
Slovenia,2008,3478.6476222833858,10037.421501799014,3780.3087134109915,10339.082592926618,6789.737217755434,13348.51109727106,3657.9831980396652,10216.757077555292,4079.201339671457,10637.975219187085,8281.353752617186,14840.127632132813,3817.449020772842,10376.222900288469,4344.977710893418,10903.751590409045,9607.704405191544,16166.47828470717
Slovakia,2008,2056.246621319984,5041.882477775563,2392.00465545053,5377.640511906108,5741.590757848121,8727.2266143037,2130.737385345487,5116.373241801065,2516.155928826368,5501.7917852819455,6361.164731647539,9346.800588103117,2254.196462469569,5239.832318925146,2721.921057366504,5707.556913822083,7388.0307064573635,10373.66656291294
Belgium,2009,2857.5947859589996,7332.927573030239,3346.789632458793,7822.122419530032,8227.090601111495,12702.423388182735,2871.8539829899896,7347.186770061229,3370.554960843777,7845.887747915017,8345.690906575604,12821.023693646843,3415.3929411303557,7890.725728201594,4276.453224411052,8751.786011482292,12866.554621901818,17341.887408973056
Bulgaria,2009,2771.485637097788,8019.327137146201,3020.9084519745834,8268.749952022996,5509.197962293088,10757.0394623415,2888.583565866568,8136.42506591498,3216.071666589216,8463.913166637627,6483.155338084206,11730.996838132618,2881.3679998631333,8129.209499911546,3204.0457232501585,8451.88722329857,6423.1401541826235,11670.981654231035
Cyprus,2009,1382.261371764145,1938.0529143086594,1887.9863162385655,2443.77785878308,6933.1946908762375,7488.986233420752,1449.0957320216328,2004.8872745661474,1999.3769166677123,2555.168459212227,7489.086830160742,8044.878372705256,1469.7452620932827,2025.5368046377973,2033.7928001204623,2589.5843426649767,7660.838477105894,8216.630019650407
Czechia,2009,2658.5212038270893,6494.261908482077,3184.145748285764,7019.886452940753,8427.876322766357,12263.617027421345,2646.518754103169,6482.259458758157,3164.141665412564,6999.882370067553,8328.04642347534,12163.787128130329,2641.287276524938,6477.027981179926,3155.4225361155127,6991.163240770502,8284.533816316722,12120.27452097171
Germany,2009,1762.0941935009769,4239.569263180682,2217.009357645773,4694.4844273254785,6755.329685661714,9232.80475534142,1820.4904234531994,4297.965493132904,2314.3364075661434,4791.811477245848,7241.038010978612,9718.513080658317,1962.0785480675702,4439.553617747275,2550.3166152567615,5027.791684936467,8418.691618882267,10896.166688561972
Denmark,2009,1596.3465370553054,3111.7636707647407,2114.442918570808,3629.8600522802435,7283.071105594516,8798.488239303952,2013.6806216693208,3529.097755378756,2809.999726260834,4325.416859970269,10754.230793495215,12269.647927204649,2166.5199919186434,3681.937125628079,3064.732010009705,4580.14914371914,12025.466190489582,13540.883324199016
Estonia,2009,1155.4426737239282,1782.398386662075,1523.5738968661565,2150.529609804303,5196.1210991660055,5823.076812104152,1465.5432523844459,2092.4989653225925,2040.408194633686,2667.3639075718324,7775.370356596342,8402.326069534489,1449.1996825280366,2076.155395466183,2013.1689115396707,2640.124624477817,7639.433362870019,8266.389075808165
Greece,2009,2321.22893369789,5373.812993989497,2782.441060700359,5835.025120991965,7383.581089605935,10436.16514989754,2397.260782077461,5449.844842369068,2909.160807999643,5961.74486829125,8015.9729713661745,11068.557031657781,2406.6953837740302,5459.279444065636,2924.885144160591,5977.469204452198,8094.444896588431,11147.028956880038
